id,user_id,username,tweet,link
1001207411682762752,1148614819,jm_uria,"@AZinosAmaro @davidsuculum @Pr3cog @odo @gisbanos ¿Y un solitón topológico que implica una ley de conservación pero no hay simetría asociada? Ay, el platonismo es el gran mal que afecta a la física.",https://twitter.com/jm_uria/status/1001207411682762752
1001204727265284096,946507914,liyou2614,"@gabrielrufian @polibueno691 @lozomarti El problema vuestro es que según vosotros las libertades son cargarnos al jefe del Estado ,matar a todos los policías eso  es libertad de expresión y democracia, la Ley de Seguridad Ciudadana está para cumplirla y a imbéciles como estos   pues hay que aplicarsela.",https://twitter.com/liyou2614/status/1001204727265284096
1001203885887934464,946507914,liyou2614,"@gabrielrufian Se pone las denuncias en virtud de la ley seguridad ciudadana, con el permiso del Señor rufián, si su excelencia lo tiene a bien y no le parece antidemocrático",https://twitter.com/liyou2614/status/1001203885887934464
1001198557364412417,1829290346,frikiontherocks,@quimforn @raulromeva @junqueras @jordievole Una pena. Yo creo que si.  Se saltaron la ley española que es la que vale.  Y crearon las suyas a su conveniencia. En fin espero que se pudran en la cárcel igual que los del PP de la Gurtel.,https://twitter.com/frikiontherocks/status/1001198557364412417
1001188881339953153,22954354,laSextaTV,"VÍDEO @MVTARDE | 'Salve', 'Cara al culo' y otras canciones de Evaristo que no pasan el corte de la ley mordaza  http://atres.red/bwzk79 ",https://twitter.com/laSextaTV/status/1001188881339953153
1001176033423495168,84675409,jujodiru,"Sí, cumpliendo la ley y metiendo en la cárcel a los que no la cumplan. Ya aprenderán.  https://twitter.com/japtapias/status/1001125391967416321 …",https://twitter.com/jujodiru/status/1001176033423495168
1001175357050015745,3010345946,ATIALCV,Jornada sobre contratos menores en la Ley de Contratos del Sector Público #laadministracionaldia  http://laadministracionaldia.inap.es/noticia.asp?id=1176956#.WwxQZp-RWBc.twitter … vía @INAP_ES,https://twitter.com/ATIALCV/status/1001175357050015745
1001173771175243776,22954354,laSextaTV,"VÍDEO @LiarlaPardo | @mrios, sobre la libertad de expresión: ""España ha retrocedido con la 'ley mordaza' casi hasta una época pre-transición""  http://atres.red/lgssl8 ",https://twitter.com/laSextaTV/status/1001173771175243776
1001156708746629121,243380988,bassileo,"Para los que me acusan de ser un blasfemo y no tener respecto por las Leyes Eternas, tengo aquí un corto video de mi mismo en la BBC de hace 41 años donde desmiento esta afirmación.Hay una Ley que he siempre respectado: La Ley de la Gravedad. https://www.youtube.com/watch?v=qNNa0BByupU …",https://twitter.com/bassileo/status/1001156708746629121
1001151093001392129,826418234006061056,Tomatufresco,"@elisabeni ¿Y esos que dices que salvan inmigrantes, lo hacen sin infringir la ley? Salvar una vida es salvar una vida, pero no manipulemos...",https://twitter.com/Tomatufresco/status/1001151093001392129
1001115692551278593,94287024,bufetalmeida,"Cada vez que alguien les quiera vender una ley para discriminar a otros, por muy transitoria que sea, lean este texto.  http://garciamado.blogspot.com.es/2014/04/cual-es-el-precio-de-un-jurista.html …",https://twitter.com/bufetalmeida/status/1001115692551278593
1001110524082388992,2262133697,PanchitaLaLoca,@gabrielrufian @LMariaca @Cosidad Pues a lo mejor en que no se aprobó democráticamente el golpe de Estado. Pero eso de respetar la ley los indepes lo hacen de forma acomodaticia. Aprobaron la Constitución pero lo han olvidado.,https://twitter.com/PanchitaLaLoca/status/1001110524082388992
1001110311452200960,94287024,bufetalmeida,"@agarzon @adelgado @acruiz La Ley Mordaza es orgánica, por afectar a derechos fundamentales. L.O. 4/2015, para ser exactos. Se tiene que derogar con otra Ley Orgánica, mayoría absoluta Congreso. Artículo 81.2 CE.",https://twitter.com/bufetalmeida/status/1001110311452200960
